GEOID	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG
24354	274864322	1113312	106.126	0.43	36.829357	-81.539702
24360	220554384	2396085	85.157	0.925	36.933276	-80.897565
24361	145473433	895324	56.168	0.346	36.767336	-81.84496
24363	195561796	1619418	75.507	0.625	36.61663	-81.405048
24366	70906570	30306	27.377	0.012	37.259482	-81.118583
24368	214386331	486704	82.775	0.188	36.888029	-81.302492
24370	389736496	2038593	150.478	0.787	36.911415	-81.689789
24374	75053588	240062	28.978	0.093	36.783782	-81.22036
24375	160001157	142276	61.777	0.055	36.768944	-81.387144
24377	91327592	81022	35.262	0.031	37.000269	-81.574692
24378	211891540	131139	81.812	0.051	36.686691	-81.443367
24380	218589313	52866	84.398	0.02	36.859701	-80.508764
24381	133935094	1024327	51.713	0.395	36.729989	-80.840655
24382	518473234	1167239	200.184	0.451	36.960016	-81.101367
24401	345051125	1443991	133.225	0.558	38.134387	-79.085564
24411	1082560	0	0.418	0.	38.105128	-79.311238
24412	6793365	34873	2.623	0.013	38.053722	-79.818136
24413	104321108	99104	40.279	0.038	38.542454	-79.600289
24415	520769	0	0.201	0.	37.925	-79.317053
24416	143892905	692086	55.557	0.267	37.722497	-79.360864
24421	198276354	397537	76.555	0.153	38.244651	-79.245145
24422	215807043	1510450	83.324	0.583	37.830504	-79.759502
24426	862115098	6774887	332.865	2.616	37.765133	-80.083821
24430	91300125	93442	35.251	0.036	38.086959	-79.355799
24431	36828940	238780	14.22	0.092	38.170036	-78.842885
24432	130256883	480222	50.292	0.185	38.148062	-79.44336
24433	38645722	4155	14.921	0.002	38.430001	-79.501688
24435	80996071	67368	31.273	0.026	37.87264	-79.301938
24437	34525965	158366	13.331	0.061	38.226069	-78.939232
24439	245261162	3088063	94.696	1.192	37.993806	-79.489306
24440	71846574	256699	27.74	0.099	37.999357	-79.165401
24441	114371600	1043663	44.159	0.403	38.226067	-78.824873
24442	125388660	143741	48.413	0.055	38.37253	-79.384617
24445	274518509	624974	105.992	0.241	37.944628	-79.89874
24448	796018	48450	0.307	0.019	37.79711	-79.788524
24450	533047270	2369771	205.811	0.915	37.778993	-79.526578
24457	18639655	100105	7.197	0.039	37.763071	-79.943902
24458	224735881	532787	86.771	0.206	38.315747	-79.527472
24459	130992189	60192	50.576	0.023	38.017024	-79.298372
24460	636921271	3404703	245.917	1.315	38.01988	-79.656459
24464	58821697	39398	22.711	0.015	37.874972	-79.094071
24465	454491037	879494	175.48	0.34	38.384565	-79.647758
24467	61005767	357681	23.554	0.138	38.254993	-78.971323
24471	42042282	712241	16.233	0.275	38.31321	-78.78418
24472	165661589	234064	63.962	0.09	37.941157	-79.208568
24473	140161691	652729	54.117	0.252	37.934747	-79.415358
24474	1664937	66732	0.643	0.026	37.805612	-79.84553
24476	18198760	17677	7.027	0.007	37.974466	-79.227361
24477	125841219	709587	48.588	0.274	38.004878	-79.042232
24479	156743946	421877	60.519	0.163	38.163944	-79.239044
24482	39772211	690033	15.356	0.266	38.205935	-78.996676
24483	186309457	312261	71.934	0.121	37.788924	-79.251042
24484	461238685	9832486	178.085	3.796	38.155192	-79.78483
24485	219328626	380738	84.683	0.147	38.267603	-79.333024
24486	59039588	545067	22.795	0.21	38.296885	-78.924533
24487	185265365	465249	71.531	0.18	38.183654	-79.597606
24501	99847744	477416	38.551	0.184	37.359741	-79.141272
24502	71899680	511814	27.761	0.198	37.360401	-79.221579
24503	108161936	1970343	41.762	0.761	37.454015	-79.249736
24504	83182140	1076175	32.117	0.416	37.365249	-79.048192
24517	93311033	934272	36.028	0.361	37.147516	-79.23716
24520	239978525	1904645	92.656	0.735	36.586589	-79.029748
24521	599783191	2608375	231.578	1.007	37.633291	-79.10084
24522	510175306	1195198	196.98	0.461	37.376791	-78.778773
24523	583549494	1935046	225.31	0.747	37.3443	-79.522494
24526	169251557	1828487	65.348	0.706	37.543273	-79.415935
24527	81777632	768013	31.575	0.297	36.736768	-79.341721
24528	253719675	1342151	97.962	0.518	37.079686	-78.876229
24529	96561745	7495188	37.283	2.894	36.626619	-78.646754
24530	90889457	228513	35.093	0.088	36.807067	-79.619501
24531	511483932	3187489	197.485	1.231	36.842621	-79.453781
24534	149823117	543136	57.847	0.21	36.867415	-78.770512
24536	15258314	176378	5.891	0.068	37.495689	-79.326532
24538	238529539	1319919	92.097	0.51	37.345197	-78.962372
24539	19610517	11269	7.572	0.004	36.8529	-78.914718
24540	196810125	1125090	75.989	0.434	36.634508	-79.426758
24541	189016029	2680547	72.979	1.035	36.588812	-79.515049
24549	132233382	287627	51.056	0.111	36.70666	-79.504475
24550	168636791	579807	65.111	0.224	37.23963	-79.245395
24551	176545107	1000417	68.164	0.386	37.356256	-79.324598
24553	327839428	5430335	126.58	2.097	37.545504	-78.81001
24554	305770218	1574134	118.059	0.608	37.120045	-79.071619
24555	60254672	760393	23.264	0.294	37.669829	-79.484088
24556	110547064	357587	42.682	0.138	37.375825	-79.399305
24557	425552508	4150548	164.307	1.603	36.969859	-79.306424
24558	243048620	2959143	93.842	1.143	36.774341	-78.953963
24562	46498422	1792002	17.953	0.692	37.695426	-78.637777
24563	174550823	1469643	67.394	0.567	37.0625	-79.279115
24565	148790301	1044580	57.448	0.403	36.85272	-79.189501
24566	96247599	231151	37.161	0.089	36.731828	-79.252639
24569	93707335	1671997	36.181	0.646	37.042552	-79.125855
24570	2352800	25374	0.908	0.01	37.34646	-79.424457
24571	132925299	3460142	51.323	1.336	37.132961	-79.372748
24572	165538597	5253426	63.915	2.028	37.464909	-79.095265
24574	281896702	3549180	108.841	1.37	37.57615	-79.253367
24577	497249368	2863310	191.989	1.106	36.943933	-78.982674
24578	90187841	56519	34.822	0.022	37.659882	-79.56228
24579	84765541	1131675	32.728	0.437	37.585803	-79.502698
24580	53577725	140514	20.686	0.054	36.579054	-78.673121
24581	11318824	798208	4.37	0.308	37.655216	-78.805765
24586	137409956	646363	53.054	0.25	36.607044	-79.276609
24588	188205879	453722	72.667	0.175	37.262152	-79.096234
24589	201220992	13603899	77.692	5.252	36.760808	-78.758047
24590	431500945	6715964	166.603	2.593	37.796002	-78.492373
24592	325351127	3289139	125.619	1.27	36.675795	-78.965555
24593	93938191	232057	36.27	0.09	37.322564	-78.902758
24594	142184119	629838	54.898	0.243	36.646843	-79.178528
24595	4821126	56145	1.861	0.022	37.56071	-79.081021
24597	128667964	677965	49.679	0.262	36.782411	-79.110858
24598	191303947	3421835	73.863	1.321	36.60467	-78.788004
24599	121179056	920535	46.787	0.355	37.623562	-78.72389
24601	4958328	0	1.914	0.	37.193732	-81.649243
24602	128702452	2469	49.692	0.001	37.183213	-81.65851
24603	53412764	315761	20.623	0.122	37.355386	-82.190109
24604	10567019	3413	4.08	0.001	37.211983	-81.539669
24605	124722222	116289	48.156	0.045	37.254178	-81.371211
24606	6059118	1162	2.339	0.	37.286313	-81.398771
24607	32885368	26547	12.697	0.01	37.293527	-82.26255
24609	269609903	1971859	104.097	0.761	37.009599	-81.807813
24612	1366294	0	0.528	0.	37.093375	-81.838141
24613	29813599	444658	11.511	0.172	37.265157	-81.336881
24614	331973585	996547	128.176	0.385	37.298651	-82.071089
24620	198799546	257423	76.757	0.099	37.431352	-82.011757
24622	128018166	21269	49.428	0.008	37.214674	-81.789853
24628	16491796	29841	6.368	0.012	37.282402	-82.222985
24630	169940000	210879	65.614	0.081	37.178327	-81.465545
24631	131057626	556971	50.602	0.215	37.217266	-81.990694
24634	37659956	121831	14.541	0.047	37.267827	-81.902751
24635	15146635	76232	5.848	0.029	37.312611	-81.362988
24637	73714972	545862	28.462	0.211	37.061082	-81.713894
24639	109082372	125301	42.117	0.048	37.160374	-81.888202
24641	49401699	152862	19.074	0.059	37.111813	-81.802446
24646	30470176	4354	11.765	0.002	37.144821	-82.024209
24649	114649614	670092	44.266	0.259	37.063	-81.899476
24651	406936419	620163	157.119	0.239	37.075529	-81.503095
24656	176932238	207747	68.314	0.08	37.175055	-82.124994
24657	43261901	116778	16.704	0.045	37.226515	-81.856782
24701	166867793	1060405	64.428	0.409	37.305951	-81.204941
24712	23113345	89362	8.924	0.035	37.463059	-81.01501
24714	32640595	2982	12.603	0.001	37.484469	-81.190073
24715	25393483	151804	9.804	0.059	37.340457	-81.324045
24716	53416342	57218	20.624	0.022	37.480043	-81.371826
24719	2622537	0	1.013	0.	37.487167	-81.326726
24724	407738	0	0.157	0.	37.330881	-81.299757
24726	95381983	290916	36.827	0.112	37.514751	-81.352074
24729	12577069	29271	4.856	0.011	37.449882	-81.260025
24731	3307492	0	1.277	0.	37.397966	-81.151064
24733	15032046	22768	5.804	0.009	37.450768	-81.205194
24736	74038261	28851	28.586	0.011	37.446755	-81.281211
24737	270577	3925	0.104	0.002	37.352245	-81.249309
24738	3281430	53968	1.267	0.021	37.302041	-81.3097
24740	415305206	1498207	160.35	0.578	37.373457	-81.004791
24747	102994101	773404	39.766	0.299	37.431623	-81.225572
24801	142247982	209003	54.922	0.081	37.448883	-81.576989
24808	42281832	20279	16.325	0.008	37.330026	-81.422403
24811	40453915	337195	15.619	0.13	37.399166	-81.771251
24813	33313055	114763	12.862	0.044	37.357412	-81.720113
24815	55453473	230471	21.411	0.089	37.241667	-81.659603
24816	1267298	47085	0.489	0.018	37.461102	-81.705939
24817	29386379	150419	11.346	0.058	37.352268	-81.80478
24818	66405506	280397	25.639	0.108	37.602702	-81.624946
24822	48098498	533690	18.571	0.206	37.647027	-81.697268
24823	35309761	30260	13.633	0.012	37.67197	-81.751948
24826	35888735	48344	13.857	0.019	37.293267	-81.623592
24827	100756757	104452	38.902	0.04	37.736448	-81.641234
24828	56807375	202707	21.933	0.078	37.498865	-81.636649
24830	22332916	8419	8.623	0.003	37.323125	-81.506122
24831	4553673	503	1.758	0.	37.394118	-81.411573
24834	31842977	125386	12.295	0.048	37.547739	-81.63058
24836	98391368	251976	37.989	0.097	37.333875	-81.558614
24839	120588557	1410863	46.56	0.545	37.560608	-81.738418
24843	8623443	7818	3.33	0.003	37.487144	-81.7101
24844	146436321	792787	56.539	0.306	37.462452	-81.806627
24845	8626821	0	3.331	0.	37.517953	-81.817841
24846	18504855	425994	7.145	0.164	37.529522	-81.91286
24847	4626831	51382	1.786	0.02	37.577106	-81.418416
24848	34462502	43512	13.306	0.017	37.303744	-81.460694
24849	26898129	97266	10.385	0.038	37.665781	-81.542761
24850	39389005	343	15.208	0.	37.320989	-81.850478
24851	1940516	141973	0.749	0.055	37.601371	-81.833685
24853	56507119	37799	21.818	0.015	37.435447	-81.511823
24854	15234974	24263	5.882	0.009	37.736493	-81.572685
24857	21355945	114226	8.246	0.044	37.67251	-81.660302
24860	15421044	92815	5.954	0.036	37.660154	-81.607524
24861	10367191	3144	4.003	0.001	37.350951	-81.36313
24862	27758297	108469	10.718	0.042	37.478807	-81.963643
24866	26392453	0	10.19	0.	37.248133	-81.580325
24867	34097862	123733	13.165	0.048	37.595764	-81.444714
24868	104792539	88284	40.461	0.034	37.43845	-81.389063
24869	11998465	4510	4.633	0.002	37.562721	-81.838104
24870	100890637	399702	38.954	0.154	37.765445	-81.510219
24871	22651087	116275	8.746	0.045	37.359301	-81.468304
24872	80236599	308230	30.98	0.119	37.449368	-81.920497
24873	42777427	4892	16.516	0.002	37.366148	-81.878193
24874	170922115	837975	65.993	0.324	37.542528	-81.555341
24878	22939061	129413	8.857	0.05	37.439362	-81.625418
24879	40507436	60822	15.64	0.023	37.313896	-81.758686
24880	12648685	4322	4.884	0.002	37.649635	-81.532011
24881	31437844	118221	12.138	0.046	37.431342	-81.684596
24882	32163679	651667	12.418	0.252	37.625693	-81.765994
24884	57799965	9555	22.317	0.004	37.293267	-81.623592
24887	7537382	961	2.91	0.	37.373345	-81.404173
24888	14245527	26196	5.5	0.01	37.392804	-81.483252
24892	56511084	284827	21.819	0.11	37.32694	-81.687785
24894	18537727	53677	7.157	0.021	37.274965	-81.713671
24898	616014	107796	0.238	0.042	37.593853	-81.610128
24901	225934097	1048386	87.234	0.405	37.855403	-80.451554
24910	356344148	1813435	137.585	0.7	37.750511	-80.648146
24915	130088421	31	50.227	0.	38.464615	-79.775944
24916	43566998	23949	16.821	0.009	37.828615	-80.580988
24918	113057951	363598	43.652	0.14	37.52231	-80.745495
24920	182197286	85433	70.347	0.033	38.580079	-79.704212
24924	61691390	612715	23.819	0.237	38.316349	-80.238148
24925	90063319	508189	34.774	0.196	37.709725	-80.376459
24927	103780192	22909	40.07	0.009	38.375185	-79.957099
24931	164271291	208216	63.426	0.08	37.919011	-80.588601
24934	170020679	101470	65.645	0.039	38.333625	-79.891045
24935	74410570	1170739	28.73	0.452	37.566111	-80.80565
24938	71937021	256722	27.775	0.099	37.893492	-80.387187
24941	182780595	245913	70.572	0.095	37.587922	-80.346725
24944	77480179	0	29.915	0.	38.389659	-79.783681
24945	43137191	153007	16.655	0.059	37.541978	-80.677193
24946	455479930	1108776	175.862	0.428	38.18442	-80.262312
24951	95174641	28450	36.747	0.011	37.484246	-80.643586
24954	737444048	1982804	284.729	0.766	38.224907	-80.056049
24957	9771498	8148	3.773	0.003	37.885394	-80.425002
24962	8215782	473175	3.172	0.183	37.662404	-80.718357
24963	138908731	1066985	53.633	0.412	37.436413	-80.758492
24966	510353350	3398040	197.049	1.312	38.091477	-80.375159
24970	104669419	1546496	40.413	0.597	37.728112	-80.474462
24974	18899610	63685	7.297	0.025	37.641769	-80.448356
24976	75191306	228323	29.032	0.088	37.656959	-80.51171
24977	34191231	209652	13.201	0.081	37.897887	-80.685023
24981	31870939	794567	12.305	0.307	37.629788	-80.735875
24983	321968593	504825	124.313	0.195	37.574996	-80.518587
24984	121675400	137314	46.979	0.053	37.49353	-80.40502
24986	580054774	2170180	223.96	0.838	37.911219	-80.155114
24991	123330316	54846	47.618	0.021	38.021577	-80.497448
25002	6557572	0	2.532	0.	38.135764	-81.24173
25003	92856229	871897	35.852	0.337	38.252558	-81.784866
25005	19153834	0	7.395	0.	38.583444	-81.256426
25007	13624543	67456	5.26	0.026	37.82484	-81.430458
25008	29287062	13993	11.308	0.005	37.947061	-81.34397
25009	74643978	285649	28.82	0.11	38.202305	-81.684573
25011	1032850	170269	0.399	0.066	38.508579	-81.839417
25015	66515246	2381247	25.682	0.919	38.246134	-81.497258
25019	58582110	30773	22.619	0.012	38.371626	-81.068876
25021	17142484	92122	6.619	0.036	37.922106	-81.679778
25022	91337830	205574	35.266	0.079	37.858197	-81.812549
25024	14864377	74763	5.739	0.029	38.159081	-81.623722
25025	40129939	2383	15.494	0.001	38.31469	-81.411393
25028	8289476	62375	3.201	0.024	37.947147	-81.725572
25030	40208274	123544	15.525	0.048	38.453317	-81.225847
25031	11863199	354755	4.58	0.137	38.148749	-81.27478
25033	64411913	1941775	24.87	0.75	38.612061	-81.924382
25035	29977113	645718	11.574	0.249	38.165239	-81.52099
25036	21547701	32265	8.32	0.012	38.214746	-81.258404
25039	66244509	2731	25.577	0.001	38.234956	-81.36326
25040	1364995	633132	0.527	0.244	38.126495	-81.235151
25043	309416101	1872227	119.466	0.723	38.425757	-81.003154
25044	38016000	166407	14.678	0.064	37.911475	-81.368707
25045	373977506	1700556	144.394	0.657	38.447483	-81.329322
25047	19726220	168818	7.616	0.065	37.920527	-81.767625
25048	68930	0	0.027	0.	37.945828	-81.437333
25049	40330051	83832	15.572	0.032	38.115286	-81.558258
25051	1158525	22453	0.447	0.009	38.156947	-81.709791
25053	121806518	444891	47.03	0.172	38.036736	-81.878922
25054	43234530	145679	16.693	0.056	38.11053	-81.48849
25057	2360294	288345	0.911	0.111	38.120375	-81.253436
25059	27916509	4346	10.779	0.002	38.220557	-81.20275
25060	64599932	274909	24.942	0.106	37.94454	-81.427325
25061	26094739	124796	10.075	0.048	38.174553	-81.439835
25062	8222396	22413	3.175	0.009	37.880313	-81.432653
25063	224630886	1155919	86.73	0.446	38.566987	-80.927649
25064	17767940	1116315	6.86	0.431	38.377039	-81.749365
25067	14028090	629180	5.416	0.243	38.201538	-81.442935
25070	12098088	435143	4.671	0.168	38.545843	-81.931687
25071	267767530	1523465	103.386	0.588	38.462502	-81.466853
25075	141448262	209965	54.613	0.081	38.060217	-81.405214
25076	21015231	7239	8.114	0.003	37.865016	-81.94217
25081	36452851	1687	14.075	0.001	38.07389	-81.752306
25082	135534193	2019207	52.33	0.78	38.604207	-82.031043
25083	72452097	450506	27.974	0.174	38.069889	-81.367758
25085	35888675	1071164	13.857	0.414	38.172682	-81.20548
25086	1423162	557535	0.549	0.215	38.203982	-81.41735
25088	40262280	59422	15.545	0.023	38.398602	-81.208823
25090	3649430	648648	1.409	0.25	38.155129	-81.221003
25093	19306497	2596	7.454	0.001	37.98311	-81.669642
25102	2497414	248178	0.964	0.096	38.191015	-81.374818
25103	10921841	410186	4.217	0.158	38.180757	-81.381089
25106	42137827	1642271	16.27	0.634	38.788509	-82.111081
25107	79542862	10415	30.712	0.004	38.229749	-81.621635
25108	18791382	459	7.255	0.	37.973583	-81.881188
25109	2010908	440011	0.776	0.17	38.526763	-81.851908
25110	57719163	146834	22.285	0.057	38.21843	-81.314979
25111	79522483	124438	30.704	0.048	38.352883	-81.128837
25112	85135	0	0.033	0.	38.380263	-81.767141
25113	82475161	968499	31.844	0.374	38.553289	-81.046273
25114	29118525	61570	11.243	0.024	37.987318	-81.786336
25115	20892946	1274956	8.067	0.492	38.122192	-81.182251
25118	44058425	54339	17.011	0.021	38.11166	-81.305965
25119	30593860	153024	11.812	0.059	38.041356	-81.276239
25121	43105524	0	16.643	0.	37.916211	-81.897277
25123	308725012	2452968	119.199	0.947	38.730175	-81.900044
25124	77200794	10850	29.807	0.004	38.621093	-81.764505
25125	69717143	8154	26.918	0.003	38.311679	-81.21523
25126	253087	27817	0.098	0.011	38.202733	-81.372678
25130	58619396	445883	22.633	0.172	38.032993	-81.752257
25132	47171067	9284	18.213	0.004	38.293532	-81.344598
25133	41269745	8142	15.934	0.003	38.477604	-81.142927
25134	19704086	87594	7.608	0.034	38.16283	-81.490556
25136	22393716	584756	8.646	0.226	38.150045	-81.327349
25139	1429902	441023	0.552	0.17	38.137587	-81.291439
25140	145360903	389006	56.124	0.15	37.839893	-81.498515
25141	14837909	1327	5.729	0.001	38.626886	-81.025349
25142	11030772	42958	4.259	0.017	38.153554	-81.729882
25143	22706836	1827655	8.767	0.706	38.417874	-81.819479
25148	10033000	168144	3.874	0.065	38.045655	-81.561762
25149	23073059	135358	8.909	0.052	37.949155	-81.771997
25152	9157769	15524	3.536	0.006	38.058182	-81.250701
25154	48021020	116517	18.541	0.045	38.120576	-81.713325
25156	654480	691478	0.253	0.267	38.183259	-81.336855
25159	91260315	1698125	35.236	0.656	38.523611	-81.788899
25160	15436865	3124	5.96	0.001	38.282203	-81.272662
25161	29202365	2927	11.275	0.001	38.052784	-81.318726
25162	714803	124726	0.276	0.048	38.207558	-81.387342
25164	78453254	1146856	30.291	0.443	38.509184	-81.204946
25165	10343348	122284	3.994	0.047	38.146044	-81.649422
25168	83455810	1134766	32.222	0.438	38.560349	-81.87985
25169	48945680	8307	18.898	0.003	38.172935	-81.786975
25173	38768761	57126	14.969	0.022	38.091155	-81.229776
25174	25581209	40121	9.877	0.015	37.865661	-81.410962
25177	77811190	2500759	30.043	0.966	38.367284	-81.848331
25180	8760872	13141	3.383	0.005	37.79026	-81.436267
25181	164443943	630860	63.492	0.244	38.04929	-81.6412
25183	39444526	138879	15.23	0.054	37.914015	-81.790064
25185	178917	0	0.069	0.	38.235187	-81.238016
25186	23105139	559636	8.921	0.216	38.182342	-81.271112
25187	106053517	1229983	40.947	0.475	38.731665	-82.014332
25193	56064315	236617	21.647	0.091	38.03546	-81.507099
25201	157387	0	0.061	0.	38.335613	-81.490465
25202	29583076	403937	11.422	0.156	38.316375	-81.859088
25203	4120373	0	1.591	0.	38.015993	-81.882308
25204	55997767	118991	21.621	0.046	37.925321	-81.61456
25205	14304680	45834	5.523	0.018	38.019561	-81.77933
25206	37163539	133782	14.349	0.052	37.997807	-81.695777
25208	198022185	303414	76.457	0.117	37.836513	-81.639765
25209	69872767	381372	26.978	0.147	37.952958	-81.519894
25211	20636472	99069	7.968	0.038	38.46869	-80.888411
25213	92842910	3450104	35.847	1.332	38.512666	-81.913305
25214	32741219	17675	12.641	0.007	38.185826	-81.542914
25234	119672545	702061	46.206	0.271	38.808318	-81.133343
25235	88816159	8980	34.292	0.003	38.669527	-81.0895
25239	67468032	615708	26.05	0.238	38.832355	-81.851692
25241	56879545	318348	21.961	0.123	38.787975	-81.810031
25243	122508290	0	47.301	0.	38.686717	-81.479468
25244	76305510	147826	29.462	0.057	38.767566	-81.550872
25245	76411253	42943	29.503	0.017	38.69742	-81.755385
25247	5352425	1074361	2.067	0.415	39.005944	-82.006294
25248	190379509	112179	73.506	0.043	38.644268	-81.613862
25251	38453817	0	14.847	0.	38.620525	-81.236323
25252	152185591	182750	58.759	0.071	38.819778	-81.652301
25253	122613610	4560033	47.341	1.761	38.921064	-81.96149
25259	98233791	0	37.928	0.	38.673527	-81.251759
25260	7080159	1661014	2.734	0.641	39.003784	-82.031986
25261	27954107	7451	10.793	0.003	38.821662	-81.080487
25262	19284803	2474934	7.446	0.956	38.907802	-81.826041
25264	17003890	1273770	6.565	0.492	38.859864	-81.893884
25265	4356204	1348666	1.682	0.521	38.986622	-81.957737
25266	97841498	0	37.777	0.	38.605979	-81.162321
25267	174545421	790565	67.392	0.305	38.833618	-80.940906
25268	102473739	58912	39.565	0.023	38.717785	-81.074536
25270	103221894	1539	39.854	0.001	38.864758	-81.424903
25271	252967800	1470253	97.671	0.568	38.78851	-81.692539
25275	166875435	421590	64.431	0.163	38.921509	-81.610584
25276	440195601	403143	169.96	0.156	38.78208	-81.328692
25285	28892170	5080	11.155	0.002	38.539656	-81.101556
25286	178407529	0	68.884	0.	38.615199	-81.407985
25287	49249700	3101266	19.015	1.197	38.954715	-82.051426
25301	2835613	236519	1.095	0.091	38.350719	-81.630359
25302	31650982	692537	12.221	0.267	38.393184	-81.59547
25303	9121743	1263025	3.522	0.488	38.359561	-81.68613
25304	26484989	1103696	10.226	0.426	38.305998	-81.593194
25305	202349	0	0.078	0.	38.337629	-81.612742
25306	96426725	855769	37.231	0.33	38.312523	-81.49944
25309	91501075	416824	35.329	0.161	38.308648	-81.749531
25311	73195138	815285	28.261	0.315	38.366863	-81.557035
25312	182496249	825864	70.462	0.319	38.448403	-81.659346
25313	53885502	134730	20.805	0.052	38.419315	-81.766453
25314	65150192	275730	25.155	0.106	38.308083	-81.640254
25315	19326602	684148	7.462	0.264	38.222282	-81.560337
25320	181059018	798632	69.907	0.308	38.539851	-81.633191
25401	15281252	42877	5.9	0.017	39.457168	-77.972428
25403	96698571	4287	37.336	0.002	39.47485	-78.011639
25404	103551767	154582	39.982	0.06	39.489919	-77.896363
25405	53917017	0	20.817	0.	39.409182	-77.961535
25411	363770027	199588	140.452	0.077	39.548748	-78.22147
25413	57822813	10474	22.326	0.004	39.310588	-78.055948
25414	141104171	2257523	54.481	0.872	39.242423	-77.865774
25419	45521447	0	17.576	0.	39.58288	-77.885136
25420	72474267	0	27.982	0.	39.381565	-78.115041
25422	181202815	1310940	69.963	0.506	39.544988	-78.354289
25425	103825630	3641685	40.087	1.406	39.162077	-77.855689
25427	352030888	828131	135.92	0.32	39.520704	-78.085289
25428	59599257	17255	23.011	0.007	39.380635	-78.02221
25430	123823808	190791	47.809	0.074	39.327184	-77.937916
25431	37569707	232772	14.506	0.09	39.483762	-78.574312
25432	2116168	15073	0.817	0.006	39.30637	-77.782986
25434	176429470	1585926	68.12	0.612	39.439747	-78.461107
25437	29062604	77995	11.221	0.03	39.427797	-78.570489
25438	22977361	2841	8.872	0.001	39.323441	-77.864008
25442	36791771	11875	14.205	0.005	39.372847	-77.832749
25443	71251181	0	27.51	0.	39.43709	-77.814455
25444	50538566	277640	19.513	0.107	39.412854	-78.523889
25446	39879839	0	15.398	0.	39.241588	-77.953405
25501	64755971	12372	25.002	0.005	38.153876	-81.969643
25502	55996222	581232	21.62	0.224	38.656399	-82.117158
25503	39550759	1829496	15.271	0.706	38.612591	-82.120957
25504	128457023	1305134	49.598	0.504	38.376431	-82.270033
25505	5801683	95453	2.24	0.037	38.012295	-82.03119
25506	269569655	1333656	104.081	0.515	38.20472	-82.18702
25507	1750548	128117	0.676	0.049	38.395292	-82.562736
25508	201490668	711990	77.796	0.275	37.96394	-82.021969
25510	84198923	169015	32.509	0.065	38.382296	-82.082999
25511	236560880	2299605	91.337	0.888	38.051218	-82.33503
25512	124377509	134817	48.022	0.052	38.184727	-82.327271
25514	180495135	1837058	69.69	0.709	38.10029	-82.528676
25515	116479504	8270457	44.973	3.193	38.756623	-82.146875
25517	105563221	60706	40.758	0.023	38.108337	-82.443116
25520	102241821	1852688	39.476	0.715	38.561148	-82.182864
25521	80051031	16010	30.908	0.006	38.220145	-81.999339
25523	108583161	411975	41.924	0.159	38.278729	-82.049132
25524	249533349	481885	96.345	0.186	38.021624	-82.117351
25526	237902139	649904	91.855	0.251	38.394449	-81.991307
25529	53421856	525388	20.626	0.203	38.152577	-81.846879
25530	39368832	2112106	15.2	0.815	38.357487	-82.579994
25534	60373430	2299182	23.31	0.888	38.08441	-82.275024
25535	46343448	1079350	17.893	0.417	38.308556	-82.434844
25537	55003139	7166390	21.237	2.767	38.533383	-82.281971
25540	32609814	51000	12.591	0.02	38.189366	-82.179569
25541	181207102	649971	69.964	0.251	38.480587	-82.130164
25545	72111406	562942	27.842	0.217	38.458992	-82.21744
25547	19993789	205175	7.72	0.079	37.916034	-81.965478
25550	127567630	5571976	49.254	2.151	38.863326	-82.067437
25555	87963272	1195356	33.963	0.462	38.213895	-82.549634
25557	116865776	777187	45.122	0.3	38.105855	-82.17198
25559	52748297	503939	20.366	0.195	38.324948	-82.229139
25560	60152602	520486	23.225	0.201	38.444113	-81.901732
25564	56479646	82080	21.807	0.032	38.272173	-81.900988
25565	89340186	2013	34.494	0.001	38.102343	-81.964488
25567	43654768	184024	16.855	0.071	38.215953	-81.870097
25570	202808094	1798141	78.305	0.694	38.218908	-82.425212
25571	60584757	274669	23.392	0.106	38.313487	-82.155816
25573	28794121	4318	11.117	0.002	38.232184	-81.941102
25601	51243948	627695	19.785	0.242	37.862762	-82.009263
25606	18210167	36995	7.031	0.014	37.764964	-81.820417
25607	25115106	123480	9.697	0.048	37.784917	-81.784145
25608	35554365	0	13.728	0.	37.574102	-81.889362
25611	10191017	75845	3.935	0.029	37.688752	-81.840779
25617	43975320	134137	16.979	0.052	37.719369	-81.802423
25621	118194478	1103907	45.635	0.426	37.625722	-81.941691
25624	2920249	108089	1.128	0.042	37.899691	-81.981116
25625	38405804	4925	14.829	0.002	37.819362	-82.081236
25628	5504749	30325	2.125	0.012	37.768114	-81.862466
25630	60038046	73812	23.181	0.028	37.78837	-81.693967
25632	63405750	642834	24.481	0.248	37.729684	-81.924065
25634	13841019	85393	5.344	0.033	37.739457	-81.847864
25635	36062853	322346	13.924	0.124	37.709847	-81.888114
25637	9304867	996	3.593	0.	37.861816	-82.02951
25638	87557664	122167	33.806	0.047	37.749329	-82.113277
25639	17942499	73419	6.928	0.028	37.881353	-81.958345
25644	31888680	5702	12.312	0.002	37.704742	-82.022096
25646	56104957	358311	21.662	0.138	37.847377	-81.884159
25647	8267286	79853	3.192	0.031	37.78681	-81.984432
25649	28558176	4549	11.026	0.002	37.875404	-82.09308
25650	63054582	414574	24.346	0.16	37.670367	-81.819109
25651	65175625	161067	25.164	0.062	37.601637	-81.987573
25652	43766512	16056	16.898	0.006	37.790733	-82.045124
25653	4661453	30159	1.8	0.012	37.828964	-81.998297
25654	30709552	242029	11.857	0.093	37.795626	-81.873719
