GEOID	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG
41762	14559801	585265	5.622	0.226	37.264186	-83.478516
41763	65444806	250020	25.268	0.097	37.066991	-83.150355
41764	49414527	242446	19.079	0.094	37.116661	-83.253998
41766	12748650	0	4.922	0.	37.179868	-83.465731
41772	81928205	187302	31.633	0.072	37.426638	-83.055659
41773	42143044	565789	16.272	0.218	37.231869	-83.026707
41774	124688668	611654	48.143	0.236	37.15432	-83.145775
41775	23776332	17534	9.18	0.007	37.100896	-83.344953
41776	77955220	499356	30.099	0.193	37.168274	-83.29494
41777	100031387	166093	38.622	0.064	37.051473	-83.227916
41804	34387066	204568	13.277	0.079	37.151503	-83.002154
41810	6865839	0	2.651	0.	37.185169	-82.673873
41812	15737006	5911	6.076	0.002	37.251153	-82.742744
41815	16618496	37518	6.416	0.014	37.160405	-82.798142
41817	7347087	0	2.837	0.	37.347483	-82.929809
41819	45404953	3931	17.531	0.002	36.987114	-83.107019
41821	62238908	230514	24.031	0.089	37.059106	-83.01476
41822	78202520	92726	30.194	0.036	37.32734	-82.981932
41824	24286729	62862	9.377	0.024	37.191542	-82.87332
41825	15604255	9202	6.025	0.004	37.231031	-82.705616
41826	26236185	88700	10.13	0.034	37.164028	-82.912847
41828	48800143	34539	18.842	0.013	37.288168	-82.787874
41831	26023899	7269	10.048	0.003	37.387165	-82.953376
41832	16579371	77266	6.401	0.03	37.148686	-82.959284
41833	41540494	108313	16.039	0.042	37.026016	-82.985811
41834	32036526	279000	12.369	0.108	37.252198	-82.955302
41835	15362794	6881	5.932	0.003	37.221077	-82.667983
41836	28047268	61085	10.829	0.024	37.291432	-82.944359
41837	34603454	36042	13.36	0.014	37.125158	-82.758338
41838	20794318	97349	8.029	0.038	37.203755	-82.756691
41839	76302870	129046	29.461	0.05	37.402997	-82.882436
41840	9799844	5750	3.784	0.002	37.199643	-82.714794
41843	38713999	29469	14.948	0.011	37.283474	-82.845428
41844	34339913	12481	13.259	0.005	37.314352	-82.872327
41845	12439492	16124	4.803	0.006	37.141394	-82.901327
41847	34859770	635862	13.459	0.246	37.202518	-82.968252
41848	8497763	68528	3.281	0.026	37.093387	-82.947926
41849	2628976	1547	1.015	0.001	37.175803	-82.734863
41855	23109346	43534	8.923	0.017	37.190487	-82.784701
41858	228101761	933751	88.071	0.361	37.136055	-82.854849
41859	19323582	2263	7.461	0.001	37.387909	-82.772025
41861	5630731	0	2.174	0.	37.405758	-82.821902
41862	53732845	68157	20.746	0.026	37.342516	-82.79891
42001	189831647	13560095	73.294	5.236	37.030572	-88.7094
42003	180247662	10343900	69.594	3.994	37.004848	-88.577941
42020	66018191	306771	25.49	0.118	36.692634	-88.289872
42021	149345861	18416952	57.663	7.111	36.821456	-89.027722
42022	1273220	672	0.492	0.	37.144988	-88.944769
42023	258908104	5343664	99.965	2.063	36.872349	-88.990733
42024	117822046	11227102	45.491	4.335	37.077408	-89.050311
42025	515824507	49684459	199.161	19.183	36.856924	-88.334714
42027	116916270	1415141	45.142	0.546	36.916671	-88.627686
42028	70221438	1382288	27.113	0.534	37.238913	-88.33685
42029	120547600	5905158	46.544	2.28	37.006472	-88.39196
42031	389454485	4996012	150.369	1.929	36.685748	-88.991397
42032	4212651	1242948	1.627	0.48	36.775805	-89.108066
42035	72828680	819631	28.119	0.316	36.900226	-88.840382
42036	68722865	284301	26.534	0.11	36.711521	-88.214544
42037	2644129	0	1.021	0.	37.172781	-88.187707
42038	226722437	29285205	87.538	11.307	37.047413	-88.027647
42039	131962821	2661682	50.951	1.028	36.788709	-88.825434
42040	84993552	543451	32.816	0.21	36.625296	-88.497073
42041	285195177	1710450	110.114	0.66	36.550373	-88.877352
42044	62917620	32029625	24.293	12.367	36.957582	-88.263203
42045	93104976	10129234	35.948	3.911	37.063993	-88.263097
42047	56353395	211358	21.758	0.082	37.29024	-88.399879
42048	68044037	10457576	26.272	4.038	36.765705	-88.228582
42049	110140999	210526	42.526	0.081	36.521138	-88.333756
42050	301995303	28900701	116.601	11.159	36.555421	-89.219274
42051	145363133	1454116	56.125	0.561	36.85056	-88.645424
42053	302331188	32502914	116.731	12.549	37.112648	-88.877823
42054	75508903	769232	29.154	0.297	36.714454	-88.433457
42055	116613527	19320531	45.025	7.46	37.075222	-88.174049
42056	140475111	11592640	54.238	4.476	37.107275	-88.986746
42058	42484562	17036425	16.403	6.578	37.058337	-88.465707
42060	2179663	38502	0.842	0.015	36.965854	-88.82813
42061	917299	12637	0.354	0.005	36.882838	-88.766366
42064	776007152	27857357	299.618	10.756	37.357138	-88.089515
42066	561607138	6167157	216.838	2.381	36.732532	-88.639882
42069	67866620	365018	26.203	0.141	36.918791	-88.756493
42071	549436767	29706886	212.139	11.47	36.624585	-88.284907
42076	109110308	34996236	42.128	13.512	36.571455	-88.106951
42078	222471154	2542166	85.897	0.982	37.277501	-88.286608
42079	134955279	557827	52.107	0.215	36.567816	-88.58374
42081	302884975	42383196	116.945	16.364	37.226678	-88.416634
42082	73138739	1600061	28.239	0.618	36.919858	-88.500423
42083	74804200	2140156	28.882	0.826	37.161785	-88.288333
42084	699171	1401	0.27	0.001	37.434663	-88.245662
42085	73959282	308292	28.556	0.119	36.569596	-88.800966
42086	86717620	8144186	33.482	3.144	37.088547	-88.771835
42087	181533101	8187931	70.09	3.161	36.973093	-88.994838
42088	164428963	1301604	63.486	0.503	36.621222	-88.747697
42101	733339559	8551826	283.144	3.302	37.058097	-86.463061
42102	57800	0	0.022	0.	37.003741	-86.418232
42103	183610448	2535862	70.892	0.979	36.965139	-86.324599
42104	145376470	838811	56.13	0.324	36.876864	-86.45119
42120	116988910	435660	45.17	0.168	36.672853	-86.262112
42122	97754760	1301903	37.743	0.503	36.85707	-86.353679
42123	61122821	2368551	23.6	0.915	36.817602	-85.982734
42124	979488	0	0.378	0.	36.87054	-85.643964
42127	229195028	2088950	88.493	0.807	37.113569	-85.918463
42129	525871386	2094403	203.04	0.809	36.989145	-85.585467
42130	8772083	36481	3.387	0.014	36.925865	-85.786306
42133	183808581	2055450	70.969	0.794	36.726047	-85.956233
42134	549584248	5261353	212.196	2.031	36.724535	-86.564483
42140	106721666	1032751	41.205	0.399	36.656541	-85.828893
42141	718983333	22290237	277.601	8.606	36.947551	-85.918331
42151	71264966	580247	27.516	0.224	36.659928	-85.544839
42153	42174850	180242	16.284	0.07	36.6634	-86.066848
42154	55133897	528737	21.287	0.204	37.041978	-85.726199
42156	13829077	3468391	5.339	1.339	36.851328	-86.053664
42157	45546489	72782	17.586	0.028	36.781385	-85.81974
42159	73299782	878876	28.301	0.339	36.991364	-86.246075
42160	103740392	410066	40.054	0.158	37.029651	-86.113108
42163	2288423	0	0.884	0.	37.07906	-86.134145
42164	652888768	17856661	252.082	6.894	36.775664	-86.181864
42166	185799739	526274	71.738	0.203	36.880186	-85.708775
42167	535930055	4577954	206.924	1.768	36.720987	-85.674109
42170	84546256	664067	32.643	0.256	36.840553	-86.576675
42171	262715673	1361659	101.435	0.526	37.036369	-86.174441
42202	158638927	1829750	61.251	0.706	36.682889	-86.844423
42204	92719367	1405562	35.799	0.543	36.684754	-87.076167
42206	306884523	1453217	118.489	0.561	36.886676	-86.743011
42207	50014887	4219709	19.311	1.629	37.293995	-86.266888
42210	372917031	3338697	143.984	1.289	37.206633	-86.252409
42211	727284744	49063904	280.806	18.944	36.817748	-87.833699
42214	50312713	671675	19.426	0.259	37.138188	-85.683335
42215	151688365	789669	58.567	0.305	36.996009	-87.667395
42217	412777306	3978763	159.374	1.536	37.040667	-87.458463
42220	458541078	2656221	177.044	1.026	36.893234	-87.178636
42223	39235175	0	15.149	0.	36.628256	-87.462866
42232	70235736	335059	27.118	0.129	36.864767	-87.643359
42234	153519109	1476949	59.274	0.57	36.721574	-87.178582
42236	172025625	1828023	66.419	0.706	36.71208	-87.613526
42240	696119723	6295611	268.773	2.431	36.880212	-87.46306
42254	13149615	20680	5.077	0.008	36.661018	-87.654511
42256	494734819	6913101	191.018	2.669	37.000821	-86.937511
42259	84771709	2531181	32.731	0.977	37.243161	-86.148284
42261	762756962	8713640	294.502	3.364	37.217107	-86.671334
42262	93344381	539554	36.04	0.208	36.679927	-87.449423
42265	133366016	1197438	51.493	0.462	36.739223	-87.004306
42266	195017052	1267882	75.297	0.49	36.744341	-87.357244
42273	47314886	1184948	18.268	0.458	37.215678	-86.838506
42274	97669575	509445	37.71	0.197	36.950235	-86.598782
42275	113933672	662504	43.99	0.256	37.216901	-86.457234
42276	522395998	2738692	201.698	1.057	36.856587	-86.879836
42280	57129713	309187	22.058	0.119	36.956981	-87.099164
42285	21313898	0	8.229	0.	37.264053	-86.297813
42286	148791954	1014073	57.449	0.392	36.729148	-87.2899
42301	442955764	6386414	171.026	2.466	37.735778	-87.249397
42303	124133827	1320514	47.928	0.51	37.757039	-87.052531
42320	381583148	12260741	147.33	4.734	37.332728	-86.867017
42321	3975842	51946	1.535	0.02	37.165489	-87.055061
42322	156371	0	0.06	0.	37.613648	-87.395313
42323	5205518	13578	2.01	0.005	37.173379	-87.035443
42324	94584419	1277688	36.519	0.493	37.134997	-87.004577
42325	78461833	2790809	30.294	1.078	37.327891	-87.274016
42326	34585990	2370364	13.354	0.915	37.22542	-87.005465
42327	322244416	4780114	124.419	1.846	37.58053	-87.297311
42328	166842558	4549441	64.418	1.757	37.431016	-87.04523
42330	224906371	8976591	86.837	3.466	37.321997	-87.115992
42332	1565824	5483	0.605	0.002	37.250429	-87.088665
42333	82476462	1349189	31.844	0.521	37.363905	-86.752098
42337	128093956	5073519	49.457	1.959	37.196533	-87.020979
42338	8775510	87465	3.388	0.034	37.543952	-86.80082
42339	77597938	865664	29.961	0.334	37.078491	-87.032498
42343	184860794	767958	71.375	0.297	37.652848	-86.693878
42344	90156782	2489361	34.81	0.961	37.270857	-87.317209
42345	395528679	4606064	152.714	1.778	37.135863	-87.183717
42347	320403804	2772666	123.709	1.071	37.525035	-86.882159
42348	288726395	14136993	111.478	5.458	37.830925	-86.774914
42349	159704535	972665	61.662	0.376	37.43031	-86.677192
42350	107749330	1455335	41.602	0.562	37.455012	-87.186913
42351	177886842	15258631	68.682	5.891	37.898577	-86.866633
42352	58964890	598476	22.766	0.231	37.514811	-87.0859
42354	2241875	17846	0.866	0.007	37.377978	-86.930568
42355	73988806	1072735	28.567	0.414	37.85631	-86.993641
42356	64462	0	0.025	0.	37.693255	-87.324109
42361	90526247	905993	34.952	0.35	37.517166	-86.683941
42366	208736968	1695065	80.594	0.654	37.722748	-86.938515
42367	2733631	1173	1.055	0.	37.239421	-87.159905
42368	109626328	459586	42.327	0.177	37.702946	-86.754071
42369	11104904	212343	4.288	0.082	37.358648	-87.003767
42370	276437	0	0.107	0.	37.44902	-86.738928
42371	98478327	1979300	38.023	0.764	37.510021	-87.289647
42372	96454301	1152056	37.241	0.445	37.406181	-87.269553
42374	10447175	146510	4.034	0.057	37.325784	-87.154361
42376	258965988	2509167	99.987	0.969	37.617755	-87.085957
42378	173544724	1234507	67.006	0.477	37.667299	-86.863275
42404	229141007	2450239	88.472	0.946	37.474342	-87.838259
42406	274621928	2243611	106.032	0.866	37.762139	-87.73824
42408	333165631	5374530	128.636	2.075	37.179537	-87.692699
42409	224115213	1545881	86.531	0.597	37.538637	-87.692934
42410	6809192	294547	2.629	0.114	37.278539	-87.511771
42411	225208437	1473935	86.953	0.569	37.198292	-88.010813
42413	135322715	917711	52.248	0.354	37.448656	-87.467001
42420	488147330	23147687	188.475	8.937	37.810925	-87.518225
42431	431509512	15296914	166.607	5.906	37.334539	-87.481186
42436	48444667	373115	18.705	0.144	37.449832	-87.520133
42437	449303159	23027568	173.477	8.891	37.666657	-87.93807
42440	2586717	5933	0.999	0.002	37.240706	-87.464606
42441	154332521	3164935	59.588	1.222	37.362648	-87.668529
42442	158247619	2016978	61.1	0.779	37.167103	-87.488393
42445	686341114	6736358	264.998	2.601	37.133339	-87.85174
42450	154384675	3989647	59.608	1.54	37.39587	-87.763402
42451	102383618	14652890	39.531	5.658	37.884533	-87.390707
42452	138739179	1891238	53.567	0.73	37.686512	-87.531672
42453	42396045	600180	16.369	0.232	37.157856	-87.590712
42455	197698999	2898998	76.332	1.119	37.593375	-87.542551
42456	173134253	1310262	66.848	0.506	37.507705	-87.496097
42458	42676188	1612578	16.477	0.623	37.839563	-87.420942
42459	312944334	10077277	120.828	3.891	37.566806	-88.019048
42461	93753652	18972005	36.198	7.325	37.797397	-87.889216
42462	114428257	2049287	44.181	0.791	37.743982	-87.801718
42463	5466559	157686	2.111	0.061	37.47262	-87.869452
42464	158111327	4724355	61.047	1.824	37.181253	-87.356159
42501	517424884	9986021	199.779	3.856	37.056193	-84.450902
42503	334933981	10396178	129.319	4.014	37.15759	-84.520451
42516	34846218	50407	13.454	0.019	37.222154	-84.786031
42518	65732675	5422295	25.38	2.094	36.94237	-84.632646
42519	127694009	7715152	49.303	2.979	36.955307	-84.53504
42528	126878452	943051	48.988	0.364	37.181802	-85.023368
42533	3798764	3221	1.467	0.001	37.072195	-84.592355
42539	548899876	1959325	211.931	0.756	37.309082	-84.950978
42541	40088031	272186	15.478	0.105	37.358884	-84.794343
42544	377227194	39779580	145.648	15.359	37.029948	-84.815125
42553	161163885	1998063	62.226	0.771	37.156237	-84.697584
42565	69445785	76188	26.813	0.029	37.158976	-84.889276
42566	44343025	71163	17.121	0.027	37.278532	-84.783172
42567	236921067	1049000	91.476	0.405	37.265935	-84.604696
42602	495969656	20657752	191.495	7.976	36.725956	-85.121543
42603	9479760	8657	3.66	0.003	36.782237	-85.029026
42629	258074157	52669774	99.643	20.336	36.912644	-85.138072
42631	337137	0	0.13	0.	36.740393	-84.480989
42633	1126470752	50367088	434.933	19.447	36.800772	-84.82659
42634	238667027	2917681	92.15	1.127	36.89317	-84.422337
42635	60580535	494381	23.39	0.191	36.680086	-84.396579
42638	3312940	50280	1.279	0.019	36.674602	-84.470477
42642	362193200	9634522	139.844	3.72	37.058681	-85.035151
42647	360478383	2797844	139.181	1.08	36.681253	-84.627337
42649	185963632	804567	71.801	0.311	36.619782	-84.430882
42653	205416053	3334208	79.312	1.287	36.782112	-84.454722
42701	410878645	4436065	158.641	1.713	37.703686	-85.837111
42712	135999678	958036	52.51	0.37	37.578412	-86.316449
42713	105763248	297213	40.835	0.115	37.38313	-85.883731
42715	40127655	16677	15.493	0.006	36.954782	-85.389857
42716	93730634	286957	36.19	0.111	37.479932	-85.606426
42717	774758220	17611807	299.136	6.8	36.786801	-85.3789
42718	653953975	14758315	252.493	5.698	37.385818	-85.372195
42721	377406539	3097102	145.717	1.196	37.42298	-86.499732
42722	45040119	1236900	17.39	0.478	37.276586	-85.716132
42724	199417448	1974126	76.996	0.762	37.675918	-86.070835
42726	266107711	11372717	102.745	4.391	37.419922	-86.152108
42728	828301230	24668950	319.809	9.525	37.117031	-85.29007
42729	135464535	7010194	52.303	2.707	37.306467	-86.096497
42731	29044471	126246	11.214	0.049	36.847751	-85.557536
42732	150825824	622729	58.234	0.24	37.588954	-86.133317
42733	150296991	3070911	58.03	1.186	37.343603	-85.18643
42740	82205768	1294758	31.74	0.5	37.586356	-85.948741
42741	38751630	59462	14.962	0.023	36.999228	-85.238426
42743	529709517	5394898	204.522	2.083	37.228307	-85.532268
42746	120944221	1390496	46.697	0.537	37.212381	-85.732393
42748	341058384	3436128	131.683	1.327	37.566719	-85.694069
42749	236454910	2575928	91.296	0.995	37.183834	-85.877046
42753	66345800	3242040	25.616	1.252	37.21091	-85.199873
42754	487010145	11823158	188.036	4.565	37.472924	-86.316298
42757	212623714	1811365	82.094	0.699	37.402832	-85.719536
42758	1387535	48803	0.536	0.019	37.374297	-85.198725
42762	24221786	191875	9.352	0.074	37.455344	-86.39315
42764	40509191	38566	15.641	0.015	37.429579	-85.620541
42765	305088028	2801224	117.795	1.082	37.332721	-85.93325
42776	175237324	1391108	67.66	0.537	37.514506	-85.92709
42782	91879019	1119623	35.475	0.432	37.336817	-85.643034
42784	154764541	951910	59.755	0.368	37.451992	-85.932393
42788	21455004	474731	8.284	0.183	37.529664	-86.027886
43001	68745479	500601	26.543	0.193	40.088034	-82.61393
43002	2592732	5429	1.001	0.002	40.063251	-83.174505
43003	87745506	2734513	33.879	1.056	40.412257	-82.979342
43004	33509212	509668	12.938	0.197	40.015374	-82.804489
43005	2156200	4238	0.833	0.002	40.286284	-82.27647
43006	61893678	154449	23.897	0.06	40.459722	-82.149286
43008	3859806	1135462	1.49	0.438	39.93389	-82.480911
43009	89284788	45588	34.473	0.018	40.171458	-83.639322
43010	597654	0	0.231	0.	39.999627	-83.621903
43011	213626188	447328	82.482	0.173	40.303028	-82.67965
43013	49779649	111591	19.22	0.043	40.233013	-82.688355
43014	170662419	704904	65.893	0.272	40.466757	-82.262513
43015	323657200	10007195	124.965	3.864	40.297783	-83.060168
43016	46919252	408718	18.116	0.158	40.097462	-83.150204
43017	43675716	1151449	16.863	0.445	40.110682	-83.129049
43019	273929318	3516206	105.765	1.358	40.49294	-82.578515
43021	92283973	7538129	35.631	2.91	40.197671	-82.873674
43022	107092832	707456	41.349	0.273	40.345042	-82.339812
43023	134319697	830770	51.861	0.321	40.078944	-82.536411
43025	90545834	1903048	34.96	0.735	39.970889	-82.517382
43026	90832626	1106582	35.071	0.427	40.020855	-83.194477
43028	138464775	2826064	53.462	1.091	40.401712	-82.297266
43029	61174159	34348	23.619	0.013	40.097477	-83.440642
43030	237937	0	0.092	0.	39.96145	-82.415841
43031	230649964	833927	89.054	0.322	40.160847	-82.665164
43032	126538	0	0.049	0.	40.328624	-82.958823
43033	1152306	2804	0.445	0.001	39.961234	-82.599664
43035	50720692	8051805	19.583	3.109	40.188543	-82.995118
43036	552660	9899	0.213	0.004	40.352201	-83.261098
43037	11980095	74832	4.626	0.029	40.284431	-82.32319
43040	433035202	6098500	167.196	2.355	40.260352	-83.359084
43044	203454494	120068	78.554	0.046	40.054878	-83.550817
43045	97926403	1207824	37.81	0.466	40.168381	-83.458675
43046	65774449	4908114	25.396	1.895	39.896382	-82.541954
43050	403865660	1768566	155.933	0.683	40.373976	-82.492721
43054	51874455	665877	20.029	0.257	40.083073	-82.798908
43055	292228285	2212666	112.83	0.854	40.119897	-82.377784
43056	222437457	1882706	85.884	0.727	40.008434	-82.341042
43060	66432420	65970	25.65	0.025	40.222358	-83.571509
43061	117048750	1316786	45.193	0.508	40.289506	-83.203052
43062	204202421	959413	78.843	0.37	40.007079	-82.682268
43064	266595182	1673932	102.933	0.646	40.098175	-83.283597
43065	74781999	1869481	28.873	0.722	40.177567	-83.094156
43066	99733606	251353	38.507	0.097	40.39129	-83.171969
43067	80879742	1373664	31.228	0.53	40.340482	-83.468152
43068	50114385	310816	19.349	0.12	39.956185	-82.784665
43070	395485	0	0.153	0.	40.215778	-83.957945
43071	87898273	784242	33.938	0.303	40.180695	-82.359463
43072	190505119	1663100	73.554	0.642	40.115162	-83.954818
43074	224455943	1633200	86.663	0.631	40.269531	-82.850655
43076	185493490	4185793	71.619	1.616	39.897004	-82.39875
43077	495302	16001	0.191	0.006	40.13705	-83.341267
43078	394548030	161733	152.336	0.062	40.117636	-83.783785
43080	190912571	558122	73.712	0.215	40.240719	-82.429257
43081	63898836	2928047	24.671	1.131	40.110443	-82.890646
43082	57285782	3278714	22.118	1.266	40.149186	-82.884872
43084	55873705	66986	21.573	0.026	40.150137	-83.557264
43085	19082179	218770	7.368	0.084	40.100924	-83.013402
43101	708025	2070	0.273	0.001	39.464497	-82.746107
43102	153805844	202882	59.385	0.078	39.64092	-82.764982
43103	216198768	1900865	83.475	0.734	39.732375	-82.935708
43105	148394387	38825	57.295	0.015	39.86676	-82.612369
43106	102427084	0	39.547	0.	39.642317	-83.421178
43107	77586803	618131	29.956	0.239	39.692825	-82.414529
43109	405281	5453	0.156	0.002	39.918164	-82.830546
43110	130100212	798173	50.232	0.308	39.826682	-82.800074
43111	1041668	5834	0.402	0.002	39.502067	-82.2427
43112	90292929	141725	34.862	0.055	39.797827	-82.704637
43113	425972691	3675076	164.469	1.419	39.58659	-82.962245
43115	124152225	180787	47.935	0.07	39.491747	-83.151142
43116	2434299	0	0.94	0.	39.77155	-83.061408
43117	51061	0	0.02	0.	39.768793	-83.206131
43119	82369716	806814	31.803	0.312	39.940928	-83.205719
43123	154213372	1693243	59.542	0.654	39.866721	-83.115561
43125	81311491	1686779	31.395	0.651	39.838052	-82.887941
43126	1193661	28924	0.461	0.011	39.815503	-83.165765
43127	1499549	67428	0.579	0.026	39.479923	-82.321355
43128	123213483	114164	47.573	0.044	39.659641	-83.593633
43130	419282803	1932331	161.886	0.746	39.696463	-82.614717
43135	246868348	449888	95.316	0.174	39.468184	-82.69342
43136	719124	0	0.278	0.	39.801317	-82.812481
43137	77911544	4137214	30.082	1.597	39.8089	-82.987294
43138	456375948	3168958	176.208	1.224	39.51834	-82.414097
43140	575233945	1864346	222.099	0.72	39.88011	-83.428572
43142	182024	0	0.07	0.	39.593374	-83.587495
43143	344230489	3489034	132.908	1.347	39.712424	-83.28872
43144	18194630	54699	7.025	0.021	39.52988	-82.195044
43145	139605612	2348309	53.902	0.907	39.564982	-83.259898
43146	206857997	2102292	79.868	0.812	39.773521	-83.136925
43147	75483566	83562	29.144	0.032	39.897782	-82.744035
43148	64322474	81147	24.835	0.031	39.820316	-82.499992
43149	141675329	288616	54.701	0.111	39.542974	-82.577874
43150	68591659	1337001	26.483	0.516	39.777096	-82.409813
43151	753041	0	0.291	0.	39.732952	-83.476424
43152	112666423	436547	43.501	0.169	39.394275	-82.615932
43153	136611462	6053	52.746	0.002	39.743989	-83.556692
43154	64162584	174898	24.773	0.068	39.600986	-82.830089
43155	78389124	1129304	30.266	0.436	39.634641	-82.528905
43156	783568	0	0.303	0.	39.553791	-82.776293
43157	893299	0	0.345	0.	39.842653	-82.546206
43158	5282372	22249	2.04	0.009	39.440619	-82.35615
43160	557040233	691839	215.074	0.267	39.526516	-83.441323
43162	121096054	93492	46.755	0.036	39.9494	-83.308385
43164	145913412	535443	56.337	0.207	39.585282	-83.118394
43201	7986880	55	3.084	0.	39.99083	-82.999946
43202	6494690	153653	2.508	0.059	40.019403	-83.014471
43203	3829117	0	1.478	0.	39.97308	-82.969053
43204	23290777	817725	8.993	0.316	39.960662	-83.082542
43205	6146822	52910	2.373	0.02	39.957342	-82.962019
43206	7771197	3522	3.	0.001	39.942452	-82.974175
43207	60320233	2513838	23.29	0.971	39.895414	-82.963853
43209	16157061	236704	6.238	0.091	39.953588	-82.929524
43210	4037035	185643	1.559	0.072	40.005435	-83.023227
43211	12214339	36260	4.716	0.014	40.011814	-82.970532
43212	9295868	165146	3.589	0.064	39.986564	-83.043198
43213	23360410	238639	9.02	0.092	39.969106	-82.866937
43214	17446974	213351	6.736	0.082	40.051734	-83.016269
43215	13239543	1464060	5.112	0.565	39.966856	-83.01296
43217	10686470	899	4.126	0.	39.8163	-82.922707
43219	43582592	329572	16.827	0.127	40.007373	-82.920654
43220	17614354	368680	6.801	0.142	40.049161	-83.07426
43221	24160390	890645	9.328	0.344	40.023112	-83.076127
43222	3633650	142724	1.403	0.055	39.961192	-83.035484
43223	26115817	2078775	10.083	0.803	39.928446	-83.034658
43224	21669943	107905	8.367	0.042	40.043925	-82.966265
43227	10301016	23644	3.977	0.009	39.944059	-82.890437
43228	52430947	463189	20.244	0.179	39.966129	-83.125346
43229	22826704	155707	8.813	0.06	40.08587	-82.978197
43230	54219617	872457	20.934	0.337	40.035763	-82.870875
43231	11122275	122136	4.294	0.047	40.079392	-82.936858
43232	31773649	536990	12.268	0.207	39.920977	-82.870372
43235	34946304	643971	13.493	0.249	40.066605	-83.101184
43240	6496462	8932	2.508	0.003	40.145121	-82.98282
43302	505383073	599120	195.13	0.231	40.599237	-83.130298
43310	165953005	2077781	64.075	0.802	40.535325	-83.786442
43311	263048511	756731	101.564	0.292	40.365633	-83.756432
43314	144580501	0	55.823	0.	40.649152	-82.959413
43315	209839674	125092	81.02	0.048	40.483968	-82.874359
43316	186389157	162656	71.965	0.063	40.954177	-83.380698
43317	521641	17947	0.201	0.007	40.475145	-82.680931
43318	176558363	169023	68.17	0.065	40.309647	-83.913182
43319	54174789	39531	20.917	0.015	40.302682	-83.57512
43320	85811410	0	33.132	0.	40.588536	-82.898039
43321	1846873	0	0.713	0.	40.457343	-82.829783
43322	841992	0	0.325	0.	40.532181	-83.20784
43323	96250528	477485	37.163	0.184	40.729579	-83.247986
43324	73642454	4810793	28.434	1.857	40.444543	-83.813798
43326	476857000	333487	184.116	0.129	40.639365	-83.614912
43330	279091	0	0.108	0.	40.813493	-83.419408
43331	80416165	12076578	31.049	4.663	40.517943	-83.921643
43332	163905646	39048	63.284	0.015	40.590903	-83.371544
43333	78726608	41914	30.397	0.016	40.443022	-83.924616
43334	171043165	151624	66.04	0.059	40.397947	-82.797304
43336	209570	0	0.081	0.	40.290839	-83.582333
43337	89721538	33729	34.642	0.013	40.681312	-83.266637
43338	248881355	1046024	96.094	0.404	40.564167	-82.760333
43340	124204406	283704	47.956	0.11	40.543906	-83.475995
43341	54582521	0	21.074	0.	40.596414	-83.315297
43342	110718528	359405	42.749	0.139	40.471236	-83.18398
43343	88509336	9785	34.174	0.004	40.309159	-83.978712
43344	250576049	1664940	96.748	0.643	40.430934	-83.344615
43345	75749508	0	29.247	0.	40.511205	-83.583772
43347	76219858	0	29.429	0.	40.477853	-83.659581
43348	5500511	1351651	2.124	0.522	40.461177	-83.891374
43351	402541497	1045029	155.422	0.403	40.82548	-83.303252
43356	55450334	65007	21.409	0.025	40.465076	-83.032615
43357	177390487	218351	68.491	0.084	40.253523	-83.746774
43358	162609750	927691	62.784	0.358	40.41459	-83.537606
43359	61788598	0	23.857	0.	40.873493	-83.45488
43360	77414032	130829	29.89	0.051	40.333139	-83.643525
43402	289231725	2243312	111.673	0.866	41.409701	-83.653419
43403	531801	0	0.205	0.	41.376979	-83.637118
43406	49556289	5760	19.134	0.002	41.333897	-83.433071
43407	38078118	0	14.702	0.	41.277832	-83.249407
43408	1696866	0	0.655	0.	41.571832	-83.363462
43410	135364497	625769	52.265	0.242	41.31174	-82.95793
43412	74700811	2275313	28.842	0.879	41.631291	-83.321889
43413	83442794	43891	32.217	0.017	41.243222	-83.65159
43416	71174347	306118	27.481	0.118	41.483937	-83.267229
43420	348643323	10824159	134.612	4.179	41.357927	-83.110237
43430	65679429	132192	25.359	0.051	41.522189	-83.369834
43431	125627527	1542152	48.505	0.595	41.397212	-83.337741
43432	58970349	45081	22.769	0.017	41.563259	-83.252471
43433	1296346	0	0.501	0.	41.504694	-82.880261
43434	54446	0	0.021	0.	41.693028	-83.444739
43435	92921474	0	35.877	0.	41.325316	-83.312853
43437	2606248	0	1.006	0.	41.253686	-83.602309
43438	11261422	214833	4.348	0.083	41.602607	-82.706506
43439	143256	0	0.055	0.	41.517665	-83.041286
43440	41441819	6718952	16.001	2.594	41.526239	-82.776776
43442	44936528	20574	17.35	0.008	41.425041	-83.215825
43443	30303102	24043	11.7	0.009	41.461331	-83.470237
43445	48903273	265876	18.882	0.103	41.583459	-83.296408
43446	3259257	59997	1.258	0.023	41.673836	-82.80989
43447	43713904	105868	16.878	0.041	41.562923	-83.445675
43449	219141742	10933051	84.611	4.221	41.534376	-83.13557
43450	110424224	9834	42.635	0.004	41.400871	-83.491254
43451	63484186	157689	24.511	0.061	41.318301	-83.617493
43452	121522304	13721730	46.92	5.298	41.515792	-82.980945
43456	9320975	1003775	3.599	0.388	41.63183	-82.839392
43457	48004681	0	18.535	0.	41.26733	-83.427487
43458	2573816	39915	0.994	0.015	41.530446	-83.213365
43460	7179340	795884	2.772	0.307	41.604817	-83.561032
